"ALKBH5" "FTO" "IGF2BP1" "IGF2BP2" "IGF2BP3" "METTL14" "METTL3" "KIAA1429" "WTAP" "YTHDC1" "YTHDC2" "YTHDF1" "YTHDF2" "YTHDF3" "RBM15" "CancerType"
"Sample_1787" -0.700139 -0.555813 0.57488 0.12188 0.189689 0.04244 -0.783248 -1.55914 0.294907 -0.76401 -0.68895 -0.70121 -1.003034 -0.613127 -0.73963 "CESC"
"Sample_1788" 0.163462 0.834238 0.01656 0.65878 0.144303 -0.13257 -0.749353 -2.42749 0.233806 -1.01363 -0.6905 -0.53301 -0.653071 -1.111032 -0.73929 "CESC"
"Sample_1789" 0.315003 -0.057245 -0.36658 -0.38046 0.08962 0.0071 -0.118688 0.27657 1.052242 -0.0224 0.32688 -0.18052 0.396129 0.284326 0.13295 "CESC"
"Sample_1790" 0.060904 -0.136628 -0.04149 0.05652 0.015859 -0.17654 -0.387075 -0.6443 0.619572 -0.68645 0.08797 -0.54503 -0.180074 -0.287283 -0.22557 "CESC"
"Sample_1791" -0.46796 -0.01035 0.14254 0 0.143763 0.0257 -0.54881 -1.23146 0.986609 -0.5364 0.71032 -0.47869 0.232146 -0.898093 -0.63581 "CESC"
"Sample_1792" -0.449426 0.576149 0.04893 0.04018 0.067778 -0.23519 -0.642342 -1.08244 0.198633 -0.46783 -0.69007 -0.25246 0.011751 0.61196 -0.052752 "CESC"
"Sample_1793" 0.518286 -0.083894 -0.30902 -0.01896 0.090885 -0.06852 -0.026376 0.07761 0.121021 0.09529 -0.10088 -0.03935 0.350825 0.075428 0.32346 "CESC"
"Sample_1794" -0.713289 -0.35278 0.33043 0.7774 0.117905 -0.1195 -0.602298 -1.76496 0.566406 -0.75383 -0.63199 -0.84262 -1.255115 -0.946778 -0.66845 "CESC"
"Sample_1795" 0.028197 -0.096911 -0.09281 -0.24708 0.042676 -0.09649 -0.28365 -0.51783 0.777358 -0.27842 -0.25617 -0.01342 -0.063614 0.394494 0.18709 "CESC"
"Sample_1796" -0.422644 -0.477606 0.8967 -0.4558 -0.007386 -0.0838 -0.191767 -0.60201 -0.242192 -0.43254 -0.32916 -0.58977 -0.730916 -0.033855 -0.105 "CESC"
"Sample_1797" -0.205419 -0.43608 -0.31134 0.18521 0.147839 -0.1365 -0.495753 -1.90471 0.635471 -0.35072 -0.45394 -0.60739 -0.720017 -1.682384 -0.9824 "CESC"
"Sample_1798" 0.504094 0.183838 0.07606 0.41423 0.032912 -0.01192 -0.513373 -0.68694 0.69032 -0.24055 0.26368 -0.28147 -0.367158 -1.088135 -0.22717 "CESC"
"Sample_1799" -0.554927 -0.037591 0.67794 0.10038 0.141623 -0.07807 -0.846352 -2.36376 0.128344 -1.02766 -0.79312 -0.89949 -1.274933 -0.488928 -1.5273 "CESC"
"Sample_1800" 0.904814 -0.744601 0.4598 0.16667 0.152406 -0.04556 -0.180466 -0.85667 0.580259 -0.34423 -0.92114 -0.40054 -0.560555 0.562111 -0.59391 "CESC"
"Sample_1801" -0.436334 0.064748 0.08365 0.11326 -0.008441 -0.26034 -0.63985 -0.71712 0.500171 -0.68956 -0.09537 -0.79964 -0.43998 -0.587781 -0.37172 "CESC"
"Sample_1802" -0.560137 -0.305885 0.53092 0.21764 0.142439 0.02672 -0.686912 -1.37667 0.223414 -0.84459 -0.45987 -0.74127 -0.751984 -0.462029 -0.76121 "CESC"
"Sample_1803" -0.096001 -0.140882 -0.54565 0.13202 0.020816 0.03816 -0.334018 -0.65961 0.432033 -0.6378 -0.56079 0.02874 -0.273037 0.499467 -0.18118 "CESC"
"Sample_1804" 0.369775 -0.021148 0.25178 -0.41583 -0.007775 -0.06768 -0.101086 0.03593 0.571789 -0.10687 -0.54122 -0.05572 0.323224 -0.526916 0.16085 "CESC"
"Sample_1805" -0.182891 -0.448299 0.29364 0.161 0.03839 0.00958 -0.505558 -1.7483 0.308244 -0.8448 -0.12946 -0.20385 -0.232255 0.106195 -0.3264 "CESC"
"Sample_1806" 0.292282 -0.168297 0.39285 0.17187 0.093876 -0.00932 -0.290407 -0.75618 0.311084 -0.51905 -0.11896 -0.37443 0.161397 -0.270732 -0.084058 "CESC"
"Sample_1807" 0.047484 0.689042 -0.59684 -0.12162 0.006958 -0.14775 -0.163455 0.03352 0.900153 -0.10553 -0.02281 0.36868 1.107433 0.311801 -0.18534 "CESC"
"Sample_1808" 0.506226 0.220517 -0.38371 -0.34569 0.00513 -0.02284 -0.149967 -0.17381 1.019535 0.04651 0.71733 0.23636 0.90819 0.715843 -0.22638 "CESC"
"Sample_1809" -0.894112 -0.743211 0.41158 -0.51034 -0.005198 -0.06726 -0.814384 -0.91581 -0.285271 -0.7804 -0.78517 -0.07065 0.365871 -0.145978 -0.69562 "CESC"
"Sample_1810" -0.028552 0.098923 0.15209 0.17284 0.225233 0.03326 -0.654271 -2.56212 0.2533 -1.16287 -0.16779 -0.72311 -0.79261 -2.295271 -1.9224 "CESC"
"Sample_1811" -0.766006 -0.09416 1.02423 0.11739 0.071063 -0.01755 -0.905988 -1.36916 -0.130267 -0.99022 -1.04432 -0.71117 -0.945788 -1.09264 -2.4761 "CESC"
"Sample_1812" -0.81825 -0.329445 0.03676 -0.07308 0.054646 -0.09218 -0.579014 -0.54551 0.280528 0.01582 0.49683 -0.21628 0.280159 0.184115 0.18957 "CESC"
"Sample_1813" -0.512466 -0.578842 0.70128 0.31908 0.053842 -0.10197 -0.713001 -1.82344 0.661036 -0.87958 -0.45352 -0.11359 -0.095394 -0.104811 -0.41432 "CESC"
"Sample_1814" 0.135464 0.66269 0.02412 -0.28597 -0.017707 -0.19369 -0.131298 -0.17648 0.658703 -0.50085 -0.8234 -0.10905 0.333185 0.101988 0.14626 "CESC"
"Sample_1815" 0.668679 0.357727 -0.00993 0.24479 0.097718 -0.05217 -0.495072 -0.94585 1.141594 -0.78658 0.73688 0.07392 -0.082942 -0.835458 -0.56626 "CESC"
"Sample_1816" 0.238543 0.013599 0.12355 -0.18399 0.031059 -0.16384 -0.319176 -0.17443 0.130438 -0.13365 0.26098 -0.0038 -0.085902 -0.030893 0.036355 "CESC"
"Sample_1817" 0.309166 -0.107975 -0.20982 -0.12186 0.200634 -0.01586 -0.362985 -0.93073 0.72294 -0.22002 0.07586 0.61684 0.565552 0.462528 -0.39139 "CESC"
"Sample_1818" 0.08184 0.288652 -0.57708 -0.29672 0.042604 -0.10734 -0.278165 -0.29198 0.548805 -0.17326 0.25445 -0.23946 0.362464 0.08448 -0.043581 "CESC"
"Sample_1819" 0.816284 0.713594 0.03644 0.3114 0.240883 0.06298 -0.29056 -1.98684 0.701486 -0.67981 0.62819 -0.38084 -0.031751 -2.041309 -0.62222 "CESC"
"Sample_1820" 0.37512 0.793866 -0.04427 -0.38955 0.014211 -0.16021 -0.575043 -0.6797 0.524024 -0.19892 -0.05768 -0.03404 -0.313768 -0.275175 -0.2462 "CESC"
"Sample_1821" 0.346639 0.459443 0.42611 0.23458 0.317719 -0.12763 -0.533467 -1.65605 -0.878987 -1.16351 -0.48326 -1.24748 -1.826379 -2.139956 -3.0347 "CESC"
"Sample_1822" 0.834402 0.696261 -0.55924 -0.4113 -0.057177 -0.16345 0.030715 0.14 0.273262 0.18714 -0.0157 0.10977 0.278596 0.221619 0.38093 "CESC"
"Sample_1823" -0.25664 0.211713 -0.63483 -0.36763 -0.065814 -0.20038 -0.273047 -0.28553 0.077282 -0.47379 0.41492 -0.20012 0.195469 0.036947 -0.26322 "CESC"
"Sample_1824" -0.18702 0.188531 -0.13553 -0.21688 0.040901 -0.20186 -0.097098 -0.20849 0.348446 -0.25883 -0.40047 -0.23424 -0.673118 0.06472 -0.022385 "CESC"
"Sample_1825" -0.705002 -0.50404 1.17481 0.30919 0.13714 -0.08909 -0.706423 -1.22622 0.027577 -0.36709 -0.96064 -0.85214 -0.79112 -0.423455 -0.47979 "CESC"
"Sample_1826" 0.239546 -0.155495 -0.47581 -0.16713 0.072519 -0.0571 -0.488046 -1.06917 0.613052 -0.30381 0.2251 -0.51515 -0.034075 -0.499276 -0.11438 "CESC"
"Sample_1827" 0.095617 -0.198494 0.07218 0.31423 0.085676 0.0959 -0.675153 -1.74394 0.882103 -0.55289 -0.24286 -0.38553 -0.018529 -1.596471 -0.58461 "CESC"
"Sample_1828" -0.111467 -0.123928 0.6936 -0.01002 -0.02273 -0.04943 -0.408271 -1.11468 0.585776 -0.33383 -0.38241 0.02282 -0.193265 -0.602017 -0.22752 "CESC"
"Sample_1829" 0.728313 -0.049913 -0.48822 -0.04692 0.024688 -0.06355 -0.061598 -0.1828 0.818583 0.25348 -0.2639 0.11922 0.178798 0.226392 0.13571 "CESC"
"Sample_1830" 0.236729 -0.423083 -0.09319 0.20494 0.145238 -0.0203 -0.187564 -0.77363 0.665453 0.12489 0.45003 0.06449 -0.299461 -0.899841 0.15247 "CESC"
"Sample_1831" 0.420542 0.280573 -0.27999 -0.28666 0.037575 -0.0387 -0.140225 -0.17683 1.134959 -0.32079 -0.12755 -0.09593 0.802723 -0.265794 0.30991 "CESC"
"Sample_1832" 0.122564 -0.161988 0.87025 -0.311 0.090489 0.01415 -0.811982 -1.90629 0.170889 -0.64653 0.03701 -0.81996 0.031079 -1.615954 -0.60483 "CESC"
"Sample_1833" -1.042884 -1.126524 1.15404 0.62477 0.310101 0.42443 -1.08459 -2.16308 -1.237697 -0.62399 -1.23035 -1.35687 -0.919198 -2.338382 -1.9164 "CESC"
"Sample_1834" -0.470864 -0.129777 0.26622 -0.05865 0.062558 -0.08332 -0.663332 -2.03413 0.162514 -1.30077 -0.54248 -0.67505 -0.222898 -0.511517 -1.1682 "CESC"
"Sample_1835" 0.604858 0.304747 0.50722 -0.52442 -0.093674 -0.27441 -0.196625 -0.35378 0.421201 -0.21409 -0.32307 -0.0246 0.159469 -0.064756 0.19285 "CESC"
"Sample_1836" -0.134767 -0.258028 0.01465 -0.30041 -0.0764 -0.25543 -0.434961 -0.46058 0.316122 -0.40565 0.0403 -0.44478 -0.444148 -0.406976 -0.092633 "CESC"
"Sample_1837" 0.013706 -0.720745 1.46387 0.45471 0.333789 0.45983 -1.2468 -1.88256 -1.717758 -0.67604 -0.10814 -1.29877 -2.631865 -2.372955 -2.7401 "CESC"
"Sample_1838" 0.605996 -0.450467 -0.28842 -0.42211 0.038684 -0.16492 -0.177965 0.07945 0.892371 -0.21938 0.84988 -0.63136 0.656661 0.080407 -0.35445 "CESC"
"Sample_1839" -0.267253 0.181772 0.86713 -0.4531 -0.028508 -0.20288 -0.178073 -0.15966 0.024756 -0.07493 0.29917 0.17699 0.153884 0.156856 0.15516 "CESC"
"Sample_1840" -0.221174 0.493638 0.56848 -0.16477 0.124385 -0.07077 -0.581308 -2.04416 0.461786 -1.1196 0.52576 -0.34965 0.05793 -0.922996 -0.81788 "CESC"
"Sample_1841" 0.604269 0.228473 -0.14247 -0.31043 0.021805 -0.2332 -0.497357 -0.80828 1.083332 -0.26676 -0.46023 -0.26551 0.235209 -0.829626 -0.10924 "CESC"
"Sample_1842" -1.196364 -1.12047 1.75358 0.05002 0.157531 0.05975 -0.966368 -1.88161 -0.680817 -0.69753 -0.93319 -1.11657 -1.763591 -1.478393 -1.1993 "CESC"
"Sample_1843" 0.007377 0.122125 0.16112 -0.39062 -0.019613 -0.25686 -0.318056 -0.15434 0.764194 -0.94028 -0.15251 -0.36527 0.162939 -0.17767 -0.070044 "CESC"
"Sample_1844" -0.479808 -0.103629 -0.05408 -0.30125 -0.063141 -0.22756 -0.162693 -0.77276 0.380043 -0.40971 -0.49649 -0.17688 0.224519 0.148483 0.075036 "CESC"
"Sample_1845" 0.087687 -0.671497 -0.11871 -0.14612 0.154792 0.13499 -0.489811 -0.26383 0.332317 -0.01349 -0.06525 0.18366 0.224144 0.441276 -0.3668 "CESC"
"Sample_1846" 0.357647 -0.630533 0.34396 -0.41021 0.046997 0.00527 0.203626 -0.1794 0.241885 -0.0169 -0.0457 -0.37627 -0.219533 0.282988 0.29918 "CESC"
"Sample_1847" 0.290507 0.50915 -0.29639 -0.20736 0.025821 -0.13366 -0.121655 -0.3298 0.738791 -0.90502 -0.70027 -0.38667 -0.062562 0.185473 -0.49718 "CESC"
"Sample_1848" -0.210523 -0.4311 0.62992 -0.23659 -0.086026 -0.24226 -0.363684 -0.45292 -0.020904 -0.66516 -0.62886 -0.78594 -0.566078 -0.416985 -0.21541 "CESC"
"Sample_1849" -0.073203 0.003987 0.18366 -0.4878 -0.091325 -0.36525 -0.60504 -0.48478 0.342872 -0.30579 -0.03298 -0.18859 -0.05756 -0.30911 0.029073 "CESC"
"Sample_1850" -0.141067 0.03856 0.39486 -0.04779 0.084735 -0.10957 -0.710017 -0.86535 0.367079 -0.752 -0.37094 -0.73917 -0.061832 -0.701662 -0.33388 "CESC"
"Sample_1851" 0.147967 0.144039 0.26289 -0.23893 0.02829 -0.1396 -0.20824 -0.05215 1.087749 -0.11365 -0.14724 0.19281 0.631852 0.266077 0.27916 "CESC"
"Sample_1852" 0.36799 0.507074 -0.07916 -0.12591 -0.045927 -0.06028 -0.011453 -0.09138 0.653015 -0.32402 -0.09502 -0.00468 0.394254 0.0349 -0.03761 "CESC"
"Sample_1853" 0.85393 0.158621 -0.2725 1.01475 0.099972 -0.00274 -0.077488 -0.08748 0.727701 0.00668 -0.47848 -0.2459 -0.040076 -0.08969 -0.011605 "CESC"
"Sample_1854" 0.221282 0.533344 0.86909 0.65405 0.019365 -0.0482 0.040869 0.13592 0.616981 0.29532 0.52707 0.07399 -0.111638 -0.150658 0.43706 "CESC"
"Sample_1855" 0.207582 0.590169 -0.48393 -0.20558 0.036298 -0.05212 -0.214442 -0.49954 0.699718 0.06701 -0.78862 0.26385 0.112519 0.573787 -0.15749 "CESC"
"Sample_1856" -0.672652 -0.06651 -0.532 0.18775 0.143038 0.11395 -0.807285 -0.91931 -0.396986 -0.96085 -0.93501 -1.14461 0.138651 0.155035 -1.7115 "CESC"
"Sample_1857" 0.625109 0.290196 -0.50367 -0.14052 0.053363 -0.10892 -0.384387 -0.55827 1.453295 -0.28585 -0.81795 0.11094 0.970863 -0.438926 -0.30326 "CESC"
"Sample_1858" -0.036792 0.09562 -0.30832 -0.07821 0.065147 0.07223 0.156161 -0.05636 0.488507 0.17697 -0.55008 -0.01633 0.284015 0.581841 0.29652 "CESC"
"Sample_1859" 0.274115 0.325352 -0.45651 -0.03633 0.020133 -0.14494 0.051561 -0.0562 0.607784 -0.71287 -0.03665 -0.13297 0.487822 -0.308421 -0.06064 "CESC"
"Sample_1860" -0.432909 -0.374582 0.80174 -0.14553 0.201449 0.09234 -0.8931 -2.0611 0.591139 -0.85763 -0.99594 -0.92791 -0.515981 -0.887384 -1.116 "CESC"
"Sample_1861" 0.661906 0.81894 -0.57633 -0.02378 0.087672 -0.12437 -0.108453 -0.7633 1.030884 -0.32171 -0.64628 0.28203 0.75945 0.277341 0.25019 "CESC"
"Sample_1862" -0.647143 -0.397702 1.01129 0.08336 0.114441 0.05771 -0.86088 -2.33445 0.185621 -0.99976 -0.08169 -0.99068 -0.854721 -1.01183 -1.2639 "CESC"
"Sample_1863" -0.171748 0.327714 0.21299 -0.00693 0.155128 -0.0208 -0.645362 -1.91686 0.856118 -0.66951 -0.22803 -0.57686 0.104339 -0.707546 -0.84241 "CESC"
"Sample_1864" 0.283078 0.251011 -0.33976 -0.3092 0.011507 -0.13618 -0.086791 -0.11794 0.628329 -0.1442 0.206 -0.07244 0.647127 0.209399 -0.16171 "CESC"
"Sample_1865" 0.164774 0.373025 -0.51455 -0.57466 -0.07414 -0.20358 -0.061589 -0.07066 0.083573 -0.19699 0.31668 -0.04611 0.588204 0.454628 0.053201 "CESC"
"Sample_1866" -0.045311 0.412189 0.43452 -0.08421 -0.006804 -0.26925 -0.980797 -0.81087 0.122914 -0.38536 0.34196 -0.27366 -0.257606 -1.088927 -0.0018413 "CESC"
"Sample_1867" 0.91479 1.096059 0.31716 0.23061 0.129162 -0.13124 -0.624883 -1.63408 1.005147 -0.34794 -0.74401 -0.30551 -0.202163 -0.659035 -0.43114 "CESC"
"Sample_1868" 0.363725 0.210568 -0.19707 -0.37324 -0.010005 -0.10711 -0.118652 -0.38349 0.406937 -0.16068 0.34248 0.14022 0.218955 0.042604 0.075103 "CESC"
"Sample_1869" -0.011311 0.20432 -0.74889 0.12584 -0.051375 -0.24022 -0.261512 0.0699 -0.003801 0.13424 -0.26821 0.11956 0.594268 0.563706 0.15271 "CESC"
"Sample_1870" -0.037322 0.207214 0.17738 -0.08593 -0.027028 -0.17768 -0.205964 -0.13768 0.60786 -1.16968 -0.60137 -0.14656 -0.483044 -0.112979 -0.36799 "CESC"
"Sample_1871" -0.059542 0.236316 0.74868 0.12404 0.193363 -0.01458 -0.638891 -1.91839 0.409146 -0.84262 -0.51275 -0.54524 -1.089871 -1.340297 -1.0248 "CESC"
"Sample_1872" -0.358224 -0.015391 0.31184 0.31132 0.154073 -0.01616 -0.89293 -2.22688 -0.426164 -1.02052 -0.07801 -1.29927 -1.756808 -1.481623 -1.7405 "CESC"
"Sample_1873" -0.633655 0.434942 -0.09078 -0.32241 0.032456 -0.12105 -0.567488 -0.87502 0.145831 -0.32352 -0.77024 -0.34662 -0.245686 -0.184387 -0.35249 "CESC"
"Sample_1874" 0.341043 0.575485 -0.17365 -0.23886 0.11745 0.01725 -0.208339 -0.26291 1.127186 -0.23158 -0.06264 0.11236 0.241596 -0.379727 -0.21702 "CESC"
"Sample_1875" 0.646373 0.676505 0.13771 -0.13946 0.045643 -0.05599 -0.304935 -0.7798 1.266741 -0.30669 -0.54352 0.33464 1.05843 0.33869 -0.28803 "CESC"
"Sample_1876" 0.154644 -0.196694 0.42092 -0.43216 -0.101742 -0.21618 -0.269516 -0.0957 -0.095658 -0.2785 0.38456 -0.16035 -0.109648 -0.153692 -0.0018537 "CESC"
"Sample_1877" 0.152666 0.777434 -0.44018 -0.27758 -0.120731 -0.25818 -0.106616 0.294 0.642498 0.00763 -0.05062 0.30938 0.691473 0.161042 0.45199 "CESC"
"Sample_1878" -0.074515 0.165779 -0.02427 -0.06518 0.018298 -0.06421 -0.219085 -0.53344 -0.158881 -0.51774 -0.81873 -0.62854 -1.091131 -0.562579 -0.83965 "CESC"
"Sample_1879" 0.020874 0.210578 -0.11742 -0.25713 -0.045705 -0.13256 -0.409481 -0.57781 0.103057 -0.56258 -0.23818 0.03636 0.606011 0.173211 -0.74474 "CESC"
"Sample_1880" 0.065429 0.120428 1.13228 0.09512 0.213796 0.05455 -0.533243 -1.31907 0.518709 -0.87663 0.34169 -0.99651 -0.567464 -1.641269 -1.2101 "CESC"
"Sample_1881" -0.05218 0.28133 0.3239 0.16224 0.064428 -0.16237 -0.614173 -1.85455 0.371879 -1.12062 -0.85638 -0.15116 -0.269015 -0.116095 -1.1056 "CESC"
"Sample_1882" -0.467574 -0.191152 0.04647 -0.00538 -0.027273 -0.11206 -0.247289 -0.26994 1.065617 -0.62842 -0.09917 -0.2311 0.583046 -0.024968 -0.35995 "CESC"
"Sample_1883" 0.048603 -0.502302 -0.49094 -0.57032 -0.072677 -0.37936 -0.398153 -0.31273 0.030713 -0.47048 0.0584 -0.31564 0.30874 0.001839 -0.38757 "CESC"
"Sample_1884" 0.455989 0.446405 -0.41637 -0.11848 0.060316 0.0792 -0.097268 -0.70558 1.234063 -1.18899 0.15464 -0.43759 0.445185 -0.748815 -1.0866 "CESC"
"Sample_1885" -0.223615 -0.05656 1.21256 3e-05 0.022206 -0.04721 -0.6313 -1.54976 -0.009537 -0.44325 -0.34572 0.00248 -0.473687 -0.662337 -0.5659 "CESC"
"Sample_1886" 0.20382 0.387965 -0.21232 -0.28854 -0.003232 -0.15542 -0.377925 -0.4345 0.257535 -0.51909 -0.05867 -0.39176 -0.434374 -0.284289 -0.60926 "CESC"
"Sample_1887" 0.68209 0.385081 0.02547 0.15074 0.002786 -0.11552 -0.345687 -0.24019 0.379403 -0.01388 -0.55287 -0.38592 -0.082171 -0.171478 0.073915 "CESC"
"Sample_1888" -0.186442 0.077449 0.34284 -0.11293 0.024634 -0.24423 -0.633962 -1.60556 0.135304 -1.05117 -0.81035 -0.5377 -0.000721 -0.363536 -1.1011 "CESC"
"Sample_1889" 0.226666 0.584003 -0.68784 -0.35905 -0.037853 -0.38445 -0.444757 -0.47901 0.086584 -0.36253 0.16257 -0.19065 0.526218 -0.355873 -0.098365 "CESC"
"Sample_1890" 0.503158 0.513373 -0.55412 -0.18936 0.035915 -0.13789 -0.33426 -0.38956 0.934141 -0.07642 -0.38771 0.37171 0.425242 0.492421 -0.31757 "CESC"
"Sample_1891" 0.412998 0.617963 -0.13247 -0.14898 0.06046 -0.03178 -0.019349 -0.11726 0.783209 -0.42974 -0.3201 -0.11715 0.307386 -0.013653 -0.44031 "CESC"
"Sample_1892" -0.000168 -0.119827 0.76467 1.21281 0.158376 -0.0342 -1.013985 -2.46221 -0.805697 -1.12417 0.55712 -1.30512 -1.813417 -2.056255 -2.4467 "CESC"
"Sample_1893" -0.331181 0.019632 0.45913 0.329 0.144746 0.024 -0.783096 -2.74673 -0.253205 -1.17938 -0.61182 -1.08624 -1.393279 -0.957394 -2.8525 "CESC"
"Sample_1894" -0.200566 -0.034564 0.73551 -0.09135 0.116898 -0.09558 -0.184481 -0.44052 0.065446 -0.28697 -0.68521 -0.33996 -0.511896 -0.202368 -0.53488 "CESC"
"Sample_1895" 0.874152 -0.11453 0.63624 0.02552 0.296405 0.05328 -1.125046 -2.00787 -1.254399 -0.94371 -1.13904 -1.09719 -1.563107 -2.499982 -1.8192 "CESC"
"Sample_1896" 0.769809 -0.016905 0.19356 -0.65356 -0.03428 -0.22197 0.146733 0.02644 1.198928 -0.39308 0.7687 -0.0252 0.972979 0.150828 -0.019929 "CESC"
"Sample_1897" -0.357568 -0.228977 -0.59816 0.00771 -0.020488 -0.40757 -0.063345 -0.03492 0.819616 -0.18707 0.0177 -0.08368 -0.120515 0.250493 -0.0058512 "CESC"
"Sample_1898" 0.45351 -0.412417 -0.15569 -0.37265 0.105186 0.00471 -0.045026 -0.31079 0.862437 -0.29201 -0.20262 -0.1065 0.690493 0.432368 -0.48005 "CESC"
"Sample_1899" -0.019435 0.08024 0.34477 0.29835 0.045816 0.02754 -0.311765 -0.66865 0.89958 -0.97183 -0.5002 -0.59338 0.106757 -0.019413 -0.84093 "CESC"
"Sample_1900" 0.641192 1.011655 1.06649 0.70038 0.398049 0.42111 -0.098424 -1.98422 -0.699776 -0.88464 0 -1.25212 -2.312828 -2.377532 -2.2415 "CESC"
"Sample_1901" 0.904042 0.555412 -0.05143 -0.25781 0.061401 -0.12278 -0.548631 0.05928 0.556129 0.23109 0.05242 0.29662 1.254651 0.479912 0.053959 "CESC"
"Sample_1902" 0.321708 0.493627 -0.07327 0.18431 0.098869 -0.08597 -0.365835 -1.46745 0.800399 -1.103 0.04388 -0.12216 0.23349 0.232595 -0.61725 "CESC"
"Sample_1903" -0.42549 0.060505 1.1556 0.28371 0.133484 0.14033 -0.511231 -1.21331 -0.594524 -0.93787 -1.21445 -1.2484 -1.779293 -1.207499 -1.6656 "CESC"
"Sample_1904" 0.618268 -0.213822 -0.46411 -0.13614 0.108435 0.06664 0.182511 -0.09388 1.17431 0.2894 0.41052 0.95434 0.420344 0.162812 0.042588 "CESC"
"Sample_1905" 0.041637 0.278099 -0.02734 -0.1205 0.005178 -0.16015 -0.224319 -0.26948 0.457187 -0.42494 0.00245 -0.07652 0.12696 0.150828 0.042566 "CESC"
"Sample_1906" 0.850997 1.137268 -0.23456 0.37697 -0.008075 -0.15197 0.089176 0.08275 0.612306 -0.13343 0.55292 0.56855 0.132285 0.115329 0.31867 "CESC"
"Sample_1907" -0.142553 0.142127 -0.26534 -0.2207 0.045283 -0.16179 -0.009437 -0.00212 0.046956 -0.63473 0.10574 0.17356 0.390847 0.299364 0.045118 "CESC"
"Sample_1908" -0.240171 0.071824 0.41582 0.10312 0.02099 -0.02985 -0.327547 -0.58172 -0.064969 -1.00898 -0.7257 -0.36982 -0.033345 -0.575643 -1.0438 "CESC"
"Sample_1909" 0.296189 0.690903 -0.0279 -0.16061 0.015625 -0.10238 -0.294369 -0.66108 0.630959 -0.42193 0.01675 0.59017 0.219278 0.794956 -0.15082 "CESC"
"Sample_1910" 0.338862 0.584954 -0.45921 -0.21661 0.046362 -0.25299 -0.413586 -0.64262 0.724202 -0.13047 0.1459 -0.14943 0.433015 0.311976 -0.61494 "CESC"
"Sample_1911" -0.070453 -0.194659 1.54326 0.24284 0.306546 0.11057 -1.040961 -2.53584 -0.200097 -0.62007 -1.26744 -0.69205 -1.54777 -2.059958 -1.0836 "CESC"
"Sample_1912" 0.205411 0.511226 0.32879 0.37144 0.180302 -0.18749 -0.692782 -2.12594 0.371391 -1.04963 0.26677 0.01826 0.267156 -1.948391 -0.77925 "CESC"
"Sample_1913" 0.342596 0.557048 1.03156 0.54518 0.069666 -0.04767 0.218002 0.40386 0.595709 -0.11587 -0.07877 0.15542 0.795783 1.061066 0.019433 "CESC"
"Sample_1914" -0.042542 0.053244 0.61269 0.31455 0.096495 0.03074 -0.457914 -1.94396 0.76972 -0.8678 0.01157 -0.47193 -0.031907 -0.080185 -1.6068 "CESC"
"Sample_1915" 0.675992 0.374579 -0.17022 0.84057 0.115424 0.04388 -0.462001 -1.11698 1.118133 -0.95773 -0.39854 -0.3273 -0.042077 -1.457182 -0.9047 "CESC"
"Sample_1916" -0.552785 0.151565 1.12018 0.04305 0.199525 0.20514 -0.523976 -1.52017 0.843613 -0.6586 -0.04938 -0.44937 -0.513615 0.444578 -1.4949 "CESC"
"Sample_1917" 0.368163 0.233852 0.10011 -0.52344 -0.116769 -0.32525 -0.121628 -0.32478 0.296619 -0.29698 0.10987 0.0805 0.340864 0.161433 -0.059032 "CESC"
"Sample_1918" 0.547491 0.388517 -0.04338 -0.27062 0.018742 -0.01183 0.061617 -0.36685 1.329496 -0.45705 0.11712 0.13314 0.21287 0.235599 -0.5129 "CESC"
"Sample_1919" 0.673474 0.349311 -0.44879 -0.24541 -0.061529 -0.21732 -0.063256 0.07486 0.632555 -0.12867 0.02415 -0.02526 0.208264 0.245474 0.054463 "CESC"
"Sample_1920" 1.498589 0.499835 -0.34908 0.17169 0.077788 -0.17255 0.354122 0.08652 0.598692 -0.15732 -0.45094 0.52048 0.343219 0.572943 0.17059 "CESC"
"Sample_1921" -1.098591 -0.376422 0.82416 0.39562 0.041099 0.00193 -0.786269 -1.3979 -1.592449 -0.94267 -1.2374 -1.47652 -2.554271 -1.221612 -2.4251 "CESC"
"Sample_1922" 0.12925 0.316844 -0.3899 -0.00496 0.01246 0.04123 -0.282915 -0.12279 0.752138 -0.16113 -0.20803 -0.40799 0.561301 0.267116 -0.08766 "CESC"
"Sample_1923" 0.45897 0.855927 0.39837 0.35767 0.021367 0.06109 0.039821 0.10244 0.398457 -0.06526 0.26168 0.49583 -0.306588 -0.032991 0.12004 "CESC"
"Sample_1924" -0.232163 0.318133 0.46186 0.01806 -0.066755 0.07643 0.168986 0.07066 0.653971 -0.56082 -0.097 -0.09832 0.192468 0.101669 0.16185 "CESC"
"Sample_1925" 0.027811 0.03945 0.08266 0.25097 0.141384 0.17624 -0.608742 -2.08623 0.523814 -0.90337 0.67685 -0.68136 -0.217678 -0.953176 -0.9883 "CESC"
"Sample_1926" -0.089508 -0.052766 -0.37276 -0.42734 -0.035539 -0.22582 -0.273325 -0.01234 0.559905 -0.07906 0.87934 -0.11447 0.03904 0.154572 -0.017654 "CESC"
"Sample_1927" -0.598141 -0.055967 1.96996 -0.00861 0.106325 0.05139 -0.507135 -1.32538 0.949466 -0.72178 0.11299 0.12453 -0.146377 0.125616 -0.55827 "CESC"
